# F335M  source: SVO FPS id=JWST/NIRCam.F335M
# wavelength[AA] transmission
32780.900 4.287400e-01
32794.400 4.291110e-01
32807.900 4.294910e-01
32821.400 4.298690e-01
32834.900 4.302580e-01
32848.400 4.306470e-01
32861.900 4.310580e-01
32875.500 4.314710e-01
32889.000 4.318930e-01
32902.500 4.328320e-01
32916.000 4.332710e-01
32929.500 4.337140e-01
32943.000 4.341510e-01
32956.500 4.345930e-01
32970.000 4.350260e-01
32983.600 4.354790e-01
32997.100 4.359200e-01
33010.600 4.362440e-01
33024.100 4.365430e-01
33037.600 4.368480e-01
33051.100 4.371530e-01
33064.600 4.374460e-01
33078.100 4.377410e-01
33091.700 4.380250e-01
33105.200 4.382920e-01
33118.700 4.389710e-01
33132.200 4.392830e-01
33145.700 4.395240e-01
33159.200 4.397600e-01
33172.700 4.400000e-01
33186.200 4.402350e-01
33199.800 4.404740e-01
33213.300 4.406520e-01
33226.800 4.408420e-01
33240.300 4.410430e-01
33253.800 4.412590e-01
33267.300 4.414900e-01
33280.800 4.417220e-01
33294.300 4.419560e-01
33307.900 4.418620e-01
33321.400 4.415530e-01
33334.900 4.412600e-01
33348.400 4.414260e-01
33361.900 4.412460e-01
33375.400 4.409890e-01
33388.900 4.407490e-01
33402.400 4.403020e-01
33416.000 4.389100e-01
33429.500 4.375080e-01
33443.000 4.361210e-01
33456.500 4.347490e-01
33470.000 4.333870e-01
33483.500 4.320310e-01
33497.000 4.306730e-01
33510.500 4.277780e-01
33524.100 4.244380e-01
33537.600 4.211000e-01
33551.100 4.177460e-01
33564.600 4.143820e-01
33578.100 4.110140e-01
33591.600 4.076380e-01
33605.100 4.057480e-01
33618.600 4.062680e-01
33632.200 4.067750e-01
33645.700 4.072650e-01
33659.200 4.077440e-01
33672.700 4.082140e-01
33686.200 4.086740e-01
33699.700 4.091260e-01
33713.200 4.129310e-01
33726.700 4.171170e-01
33740.200 4.216220e-01
33753.800 4.254720e-01
33767.300 4.293090e-01
33780.800 4.331370e-01
33794.300 4.369640e-01
33807.800 4.392260e-01
33821.300 4.403510e-01
33834.800 4.414740e-01
33848.300 4.426020e-01
33861.900 4.437210e-01
33875.400 4.448300e-01
33888.900 4.459420e-01
33902.400 4.467900e-01
33915.900 4.464560e-01
33929.400 4.461240e-01
33942.900 4.457930e-01
33956.400 4.454660e-01
33970.000 4.451310e-01
33983.500 4.448010e-01
33997.000 4.444770e-01
34010.500 4.441290e-01
34024.000 4.437780e-01
34037.500 4.434310e-01
34051.000 4.430990e-01
34064.500 4.427740e-01
34078.100 4.424680e-01
34091.600 4.422530e-01
34105.100 4.424680e-01
34118.600 4.423740e-01
34132.100 4.422840e-01
34145.600 4.421980e-01
34159.100 4.425610e-01
34172.600 4.425160e-01
34186.200 4.424290e-01
34199.700 4.423320e-01
34213.200 4.425930e-01
34226.700 4.428510e-01
34240.200 4.430960e-01
34253.700 4.433210e-01
34267.200 4.435290e-01
34280.700 4.437340e-01
34294.300 4.439260e-01
34307.800 4.440230e-01
34321.300 4.440640e-01
34334.800 4.440960e-01
34348.300 4.440670e-01
34361.800 4.439440e-01
34375.300 4.437500e-01
34388.800 4.435350e-01
34402.400 4.432720e-01
34415.900 4.428330e-01
34429.400 4.423790e-01
34442.900 4.424280e-01
34456.400 4.419470e-01
34469.900 4.414470e-01
34483.400 4.411080e-01
34496.900 4.409260e-01
34510.500 4.406210e-01
34524.000 4.403830e-01
34537.500 4.401530e-01
34551.000 4.399470e-01
34564.500 4.397730e-01
34578.000 4.396340e-01
34591.500 4.395310e-01
34605.000 4.396020e-01
34618.500 4.399590e-01
34632.100 4.403720e-01
34645.600 4.408430e-01
34659.100 4.413780e-01
34672.600 4.419750e-01
34686.100 4.426400e-01
34699.600 4.433710e-01
34713.100 4.438680e-01
34726.600 4.444250e-01
34740.200 4.450350e-01
34753.700 4.456990e-01
34767.200 4.467800e-01
34780.700 4.476700e-01
34794.200 4.486560e-01
34807.700 4.499120e-01
34821.200 4.510150e-01
34834.700 4.520810e-01
34848.300 4.530890e-01
34861.800 4.540190e-01
34875.300 4.548280e-01
34888.800 4.554980e-01
34902.300 4.559840e-01
34915.800 4.563530e-01
34929.300 4.564760e-01
34942.800 4.563030e-01
34956.400 4.558060e-01
34969.900 4.549250e-01
34983.400 4.536200e-01
34996.900 4.518250e-01
35010.400 4.494680e-01
35023.900 4.465780e-01
35037.400 4.431380e-01
35050.900 4.391210e-01
35064.500 4.345340e-01
35078.000 4.297400e-01
35091.500 4.239780e-01
35105.000 4.177720e-01
35118.500 4.110050e-01
35132.000 4.034790e-01
35145.500 3.954660e-01
35159.000 3.870450e-01
35172.600 3.782780e-01
35186.100 3.691180e-01
35199.600 3.596060e-01
35213.100 3.497550e-01
35226.600 3.396780e-01
35240.100 3.294470e-01
35253.600 3.191070e-01
35267.100 3.087370e-01
35280.700 2.983710e-01
35294.200 2.880330e-01
35307.700 2.777930e-01
35321.200 2.676770e-01
35334.700 2.577450e-01
35348.200 2.482640e-01
35361.700 2.388170e-01
35375.200 2.295870e-01
35388.800 2.206140e-01
35402.300 2.119100e-01
35415.800 2.034510e-01
35429.300 1.954830e-01
35442.800 1.876300e-01
35456.300 1.800540e-01
35469.800 1.727710e-01
35483.300 1.657800e-01
35496.800 1.590570e-01
35510.400 1.526080e-01
35523.900 1.465750e-01
35537.400 1.406130e-01
35550.900 1.349010e-01
35564.400 1.294110e-01
35577.900 1.241430e-01
35591.400 1.190880e-01
35604.900 1.142300e-01
35618.500 1.095740e-01
35632.000 1.050850e-01
35645.500 1.007560e-01
35659.000 9.659190e-02
35672.500 9.256710e-02
35686.000 8.875090e-02
35699.500 8.504300e-02
35713.000 8.140250e-02
35726.600 7.788790e-02
35740.100 7.448340e-02
35753.600 7.119390e-02
35767.100 6.801750e-02
35780.600 6.500460e-02
35794.100 6.201990e-02
35807.600 5.912460e-02
35821.100 5.631930e-02
35834.700 5.361940e-02
35848.200 5.105520e-02
35861.700 4.854140e-02
35875.200 4.610900e-02
35888.700 4.376040e-02
35902.200 4.150640e-02
35915.700 3.933420e-02
35929.200 3.724790e-02
35942.800 3.525470e-02
35956.300 3.333930e-02
35969.800 3.151260e-02
35983.300 2.977220e-02
35996.800 2.810770e-02
36010.300 2.652730e-02
36023.800 2.502350e-02
36037.300 2.361650e-02
36050.900 2.227300e-02
36064.400 2.098770e-02
36077.900 1.977770e-02
36091.400 1.863650e-02
36104.900 1.755000e-02
36118.400 1.653230e-02
36131.900 1.557370e-02
36145.400 1.467110e-02
36159.000 1.382670e-02
36172.500 1.302830e-02
36186.000 1.228190e-02
36199.500 1.159470e-02
36213.000 1.093180e-02
36226.500 1.031350e-02
36240.000 9.732810e-03
36253.500 9.189210e-03
36267.100 8.686480e-03
36280.600 8.205760e-03
36294.100 7.754960e-03
36307.600 7.340290e-03
36321.100 6.947620e-03
36334.600 6.583550e-03
36348.100 6.241800e-03
36361.600 5.915970e-03
36375.200 5.612960e-03
36388.700 5.328190e-03
36402.200 5.065880e-03
36415.700 4.824010e-03
36429.200 4.588040e-03
36442.700 4.367600e-03
36456.200 4.163910e-03
36469.700 3.968730e-03
36483.200 3.789210e-03
36496.800 3.620900e-03
36510.300 3.458330e-03
36523.800 3.310670e-03
36537.300 3.167290e-03
36550.800 3.033340e-03
36564.300 2.911510e-03
36577.800 2.789890e-03
36591.300 2.677930e-03
36604.900 2.576170e-03
36618.400 2.476470e-03
36631.900 2.384010e-03
36645.400 2.293830e-03
36658.900 2.206390e-03
36672.400 2.128310e-03
36685.900 2.051650e-03
36699.400 1.981380e-03
36713.000 1.916940e-03
36726.500 1.851120e-03
36740.000 1.788940e-03
36753.500 1.730710e-03
36767.000 1.672010e-03
36780.500 1.621200e-03
36794.000 1.573270e-03
36807.500 1.524160e-03
36821.100 1.481490e-03
36834.600 1.438430e-03
36848.100 1.397290e-03
36861.600 1.362600e-03
36875.100 1.320230e-03
36888.600 1.277760e-03
36902.100 1.244020e-03
36915.600 1.210640e-03
36929.200 1.180640e-03
36942.700 1.153330e-03
36956.200 1.121310e-03
36969.700 1.093260e-03
36983.200 1.065460e-03
36996.700 1.034920e-03
37010.200 1.008510e-03
37023.700 9.821370e-04
37037.300 9.551290e-04
37050.800 9.315900e-04
37064.300 9.072120e-04
37077.800 8.840910e-04
37091.300 8.627840e-04
37104.800 8.375950e-04
37118.300 8.131070e-04
37131.800 7.903010e-04
37145.400 7.661470e-04
37158.900 7.460080e-04
37172.400 7.277610e-04
37185.900 7.071460e-04
37199.400 6.878160e-04
37212.900 6.683580e-04
37226.400 6.489940e-04
37239.900 6.309040e-04
37253.500 6.094150e-04
37267.000 5.885370e-04
37280.500 5.709530e-04
37294.000 5.507600e-04
37307.500 5.313670e-04
37321.000 5.139700e-04
37334.500 4.942000e-04
37348.000 4.768560e-04
37361.500 4.610090e-04
37375.100 4.415930e-04
37388.600 4.257170e-04
37402.100 4.106900e-04
37415.600 3.918580e-04
37429.100 3.746750e-04
37442.600 3.584820e-04
37456.100 3.423220e-04
37469.600 3.295400e-04
37483.200 3.145020e-04
37496.700 2.982090e-04
37510.200 2.863660e-04
37523.700 2.735580e-04
37537.200 2.603610e-04
37550.700 2.500670e-04
37564.200 2.365650e-04
37577.700 2.227570e-04
37591.300 2.136650e-04
37604.800 2.036230e-04
37618.300 1.933560e-04
37631.800 1.849650e-04
37645.300 1.751530e-04
37658.800 1.669690e-04
37672.300 1.605720e-04
37685.800 1.510130e-04
37699.400 1.422930e-04
37712.900 1.365210e-04
37726.400 1.299640e-04
37739.900 1.250320e-04
37753.400 1.214350e-04
37766.900 1.153350e-04
37780.400 1.097100e-04
37793.900 1.029840e-04
