# F277W  source: SVO FPS id=JWST/NIRCam.F277W
# wavelength[AA] transmission
27694.300 4.063550e-01
27706.300 4.063310e-01
27718.300 4.064280e-01
27730.300 4.067150e-01
27742.300 4.070160e-01
27754.300 4.071180e-01
27766.300 4.071640e-01
27778.300 4.074860e-01
27790.400 4.082740e-01
27802.400 4.084920e-01
27814.400 4.084610e-01
27826.400 4.087950e-01
27838.400 4.091220e-01
27850.400 4.094270e-01
27862.400 4.092790e-01
27874.400 4.095840e-01
27886.400 4.098790e-01
27898.400 4.101600e-01
27910.400 4.099740e-01
27922.500 4.102620e-01
27934.500 4.105340e-01
27946.500 4.104730e-01
27958.500 4.105400e-01
27970.500 4.107600e-01
27982.500 4.110780e-01
27994.500 4.113920e-01
28006.500 4.112570e-01
28018.500 4.113460e-01
28030.500 4.114160e-01
28042.600 4.113470e-01
28054.600 4.110230e-01
28066.600 4.110500e-01
28078.600 4.110630e-01
28090.600 4.110350e-01
28102.600 4.105650e-01
28114.600 4.105520e-01
28126.600 4.105310e-01
28138.600 4.105020e-01
28150.600 4.099800e-01
28162.700 4.099370e-01
28174.700 4.098920e-01
28186.700 4.101530e-01
28198.700 4.098380e-01
28210.700 4.096800e-01
28222.700 4.095820e-01
28234.700 4.094860e-01
28246.700 4.093950e-01
28258.700 4.093090e-01
28270.700 4.092250e-01
28282.700 4.091470e-01
28294.800 4.090740e-01
28306.800 4.089860e-01
28318.800 4.088850e-01
28330.800 4.087920e-01
28342.800 4.087050e-01
28354.800 4.086280e-01
28366.800 4.082300e-01
28378.800 4.080160e-01
28390.800 4.079680e-01
28402.800 4.080610e-01
28414.900 4.083640e-01
28426.900 4.083460e-01
28438.900 4.083390e-01
28450.900 4.083380e-01
28462.900 4.083500e-01
28474.900 4.083710e-01
28486.900 4.084020e-01
28498.900 4.084390e-01
28510.900 4.082460e-01
28522.900 4.080380e-01
28535.000 4.078380e-01
28547.000 4.076460e-01
28559.000 4.074600e-01
28571.000 4.072800e-01
28583.000 4.071080e-01
28595.000 4.069420e-01
28607.000 4.065050e-01
28619.000 4.063130e-01
28631.000 4.062710e-01
28643.000 4.063750e-01
28655.000 4.066620e-01
28667.100 4.066340e-01
28679.100 4.066070e-01
28691.100 4.065840e-01
28703.100 4.065740e-01
28715.100 4.066030e-01
28727.100 4.066320e-01
28739.100 4.066590e-01
28751.100 4.066840e-01
28763.100 4.067070e-01
28775.100 4.067260e-01
28787.200 4.067390e-01
28799.200 4.067450e-01
28811.200 4.067380e-01
28823.200 4.067220e-01
28835.200 4.066950e-01
28847.200 4.066560e-01
28859.200 4.061570e-01
28871.200 4.060520e-01
28883.200 4.059680e-01
28895.200 4.058670e-01
28907.200 4.058130e-01
28919.300 4.057850e-01
28931.300 4.061940e-01
28943.300 4.061230e-01
28955.300 4.060280e-01
28967.300 4.059100e-01
28979.300 4.057680e-01
28991.300 4.056020e-01
29003.300 4.053840e-01
29015.300 4.050710e-01
29027.300 4.047320e-01
29039.400 4.043680e-01
29051.400 4.039800e-01
29063.400 4.035670e-01
29075.400 4.031300e-01
29087.400 4.026710e-01
29099.400 4.021890e-01
29111.400 4.012600e-01
29123.400 4.007950e-01
29135.400 4.003130e-01
29147.400 3.998150e-01
29159.500 3.993040e-01
29171.500 3.987820e-01
29183.500 3.982510e-01
29195.500 3.977160e-01
29207.500 3.970820e-01
29219.500 3.963920e-01
29231.500 3.957010e-01
29243.500 3.950140e-01
29255.500 3.943330e-01
29267.500 3.939950e-01
29279.500 3.934410e-01
29291.600 3.927910e-01
29303.600 3.921240e-01
29315.600 3.914010e-01
29327.600 3.906960e-01
29339.600 3.900100e-01
29351.600 3.893460e-01
29363.600 3.887040e-01
29375.600 3.878240e-01
29387.600 3.870250e-01
29399.600 3.864540e-01
29411.700 3.859680e-01
29423.700 3.855090e-01
29435.700 3.853360e-01
29447.700 3.851250e-01
29459.700 3.847390e-01
29471.700 3.843760e-01
29483.700 3.840360e-01
29495.700 3.837170e-01
29507.700 3.836350e-01
29519.700 3.833020e-01
29531.800 3.828970e-01
29543.800 3.825050e-01
29555.800 3.821270e-01
29567.800 3.817600e-01
29579.800 3.814030e-01
29591.800 3.810540e-01
29603.800 3.807100e-01
29615.800 3.803680e-01
29627.800 3.800280e-01
29639.800 3.796890e-01
29651.800 3.793520e-01
29663.900 3.790110e-01
29675.900 3.786660e-01
29687.900 3.783160e-01
29699.900 3.779610e-01
29711.900 3.776330e-01
29723.900 3.772990e-01
29735.900 3.769570e-01
29747.900 3.766070e-01
29759.900 3.771200e-01
29771.900 3.767630e-01
29784.000 3.763940e-01
29796.000 3.760180e-01
29808.000 3.755110e-01
29820.000 3.749360e-01
29832.000 3.743570e-01
29844.000 3.737750e-01
29856.000 3.731900e-01
29868.000 3.726050e-01
29880.000 3.720220e-01
29892.000 3.718240e-01
29904.100 3.712930e-01
29916.100 3.708680e-01
29928.100 3.704470e-01
29940.100 3.700340e-01
29952.100 3.696280e-01
29964.100 3.692300e-01
29976.100 3.688390e-01
29988.100 3.684600e-01
30000.100 3.680890e-01
30012.100 3.675660e-01
30024.100 3.672720e-01
30036.200 3.666890e-01
30048.200 3.661150e-01
30060.200 3.655590e-01
30072.200 3.654330e-01
30084.200 3.648850e-01
30096.200 3.643440e-01
30108.200 3.639790e-01
30120.200 3.636980e-01
30132.200 3.634190e-01
30144.200 3.631430e-01
30156.300 3.628660e-01
30168.300 3.625870e-01
30180.300 3.623040e-01
30192.300 3.620170e-01
30204.300 3.616650e-01
30216.300 3.612030e-01
30228.300 3.607280e-01
30240.300 3.602400e-01
30252.300 3.597350e-01
30264.300 3.592150e-01
30276.400 3.586770e-01
30288.400 3.581190e-01
30300.400 3.575500e-01
30312.400 3.572710e-01
30324.400 3.569720e-01
